"Gene","Module"
"ITGAV","black"
"PSMD12","yellow"
"GTF2F1","blue"
"CFB","green"
"SNX19","grey"
"MAML1","grey"
"SEC24C","blue"
"RAP1A","black"
"SPOCK1","grey"
"MXI1","magenta"
"UNC119B","grey"
"ACADS","turquoise"
"CUX1","blue"
"TRAM2","blue"
"CBFB","yellow"
"TCEAL4","black"
"RAB3GAP2","yellow"
"SEC24D","red"
"SERPINA3","grey"
"LEPROT","black"
"NKTR","pink"
"ADAM9","black"
"GNPDA1","magenta"
"KDM5C","grey"
"TCOF1","blue"
"MARF1","blue"
"BAG1","brown"
"RGS2","red"
"HTT","turquoise"
"BASP1","greenyellow"
"PISD","grey"
"KLF10","brown"
"ABCF3","blue"
"NSF","black"
"TCERG1","red"
"NUTF2","blue"
"AP3S2","turquoise"
"SRF","grey"
"CARS1","grey"
"COL1A2","cyan"
"TIAL1","red"
"PRPF31","blue"
"IGF2","brown"
"IFI27","green"
"USP1","black"
"ERCC5","pink"
"HSPBP1","tan"
"DNAJC7","blue"
"KEAP1","tan"
"YIF1A","blue"
"KDSR","brown"
"DHX9","yellow"
"IGSF3","magenta"
"ACSL4","black"
"KAT6A","pink"
"MAP2K2","blue"
"PPP3CA","brown"
"RXRA","brown"
"MPC2","black"
"DBI","grey"
"PLSCR1","lightcyan"
"MYC","purple"
"PPP3CB","red"
"SLC35B1","blue"
"CYP1B1","green"
"IDS","grey"
"DENND2B","blue"
"ERLIN1","black"
"AP3S1","red"
"NOTCH2","brown"
"DECR1","grey"
"ZER1","brown"
"CTSK","greenyellow"
"GTF2H1","red"
"ERBB3","magenta"
"HDAC5","tan"
"PRSS23","greenyellow"
"LPIN2","green"
"EIF2B2","yellow"
"DDX46","black"
"MBD3","blue"
"PFKFB3","turquoise"
"PCOLCE","cyan"
"TENT4A","turquoise"
"COPS2","yellow"
"CTNNAL1","black"
"CPSF6","black"
"IDH3G","blue"
"MPI","blue"
"HCFC1","blue"
"TMEM147","magenta"
"TUBGCP2","blue"
"TRIB2","magenta"
"DEDD","turquoise"
"DHRS3","brown"
"RANBP1","yellow"
"MBD2","greenyellow"
"AFG3L2","grey"
"H2AZ2","black"
"FXYD3","brown"
"ELP1","black"
"ATG9A","blue"
"CSH1","turquoise"
"PPIE","blue"
"TBCC","purple"
"EDC4","blue"
"SLC2A3","grey"
"DNAJB2","tan"
"MAPRE2","grey"
"ACADM","black"
"PCLAF","yellow"
"TRIM29","brown"
"SNRPB2","yellow"
"ITPRID2","black"
"SNAP25","turquoise"
"TNFAIP2","green"
"ATG5","black"
"PPP2R5D","turquoise"
"DLG1","red"
"CRMP1","turquoise"
"BCL7B","magenta"
"MLXIP","turquoise"
"MLH1","grey"
"CTCF","grey"
"PITPNB","yellow"
"SPOCK2","green"
"PRSS8","brown"
"SMAD4","black"
"GALE","magenta"
"PRPSAP1","grey"
"MAPK14","purple"
"IRF1","green"
"DHFR","yellow"
"FADD","purple"
"CHMP2B","black"
"HMGCR","brown"
"AIMP1","black"
"GMFB","black"
"PRKCD","blue"
"VAMP8","greenyellow"
"ARHGEF7","turquoise"
"VAPB","magenta"
"CRIM1","brown"
"SYF2","red"
"GSTM3","grey"
"MYLK","brown"
"MCRS1","blue"
"HSPA13","yellow"
"CHTOP","grey"
"TNKS","blue"
"ERG28","blue"
"ARL2","blue"
"SVIL","brown"
"SNRPD3","yellow"
"MARK3","red"
"DLGAP4","tan"
"CSNK1G2","blue"
"CRABP2","brown"
"DDX19B","blue"
"DDX19A","blue"
"HMGN4","black"
"FOXM1","yellow"
"HSPA1B","grey"
"RANBP9","black"
"NFX1","pink"
"POLR2L","blue"
"AK1","blue"
"TYMS","yellow"
"PDK2","tan"
"SSBP1","purple"
"BLOC1S1","grey"
"GDE1","purple"
"LEPROTL1","yellow"
"ENSA","brown"
"IRF6","brown"
"S100A13","magenta"
"NRIP1","red"
"HTATSF1","black"
"ADAM10","yellow"
"GUSB","grey"
"TLK1","red"
"NDST1","tan"
"EPS8","black"
"MED14","red"
"CTPS1","yellow"
"SLC30A9","black"
"GNAQ","yellow"
"MECP2","magenta"
"PLOD2","black"
"IRF3","blue"
"ATXN2","grey"
"EAPP","greenyellow"
"CABIN1","blue"
"LYN","green"
"SERPINE1","blue"
"APPBP2","red"
"DPH1","grey"
"TOPBP1","yellow"
"POLR2K","yellow"
"RNF103","brown"
"ICAM1","green"
"RANBP3","blue"
"ARL3","grey"
"TRRAP","magenta"
"TNFAIP3","green"
"MEN1","blue"
"CSDE1","red"
"NRAS","yellow"
"RPS19","blue"
"TMEM94","turquoise"
"LPGAT1","yellow"
"APBB1","turquoise"
"MARCHF7","red"
"MANF","grey"
"SERTAD2","black"
"PEX11B","purple"
"PSMB10","green"
"ITPR2","grey"
"WIPF1","green"
"ACTL6A","yellow"
"SLC39A7","blue"
"EFNB2","brown"
"MAP2K1","black"
"PDXK","blue"
"ATF3","turquoise"
"DPM1","black"
"LMO7","grey"
"SDHB","purple"
"FASTK","blue"
"RASA1","red"
"GTF2A2","purple"
"NPC1","magenta"
"GTF2E2","black"
"USP4","grey"
"RNMT","red"
"AXL","green"
"TNFSF10","greenyellow"
"RBM15B","blue"
"SNRPD1","yellow"
"UBTF","blue"
"STK17A","grey"
"OXSR1","black"
"NUDT21","purple"
"TMEM63A","turquoise"
"BMP1","blue"
"TRIM26","grey"
"DUSP11","black"
"TOB1","brown"
"CCNB2","yellow"
"UMPS","black"
"H2BC21","grey"
"FMOD","brown"
"BET1","yellow"
"EFNB1","brown"
"CKMT1B","brown"
"PRORP","grey"
"CAD","blue"
"PTPN1","blue"
"CDC16","magenta"
"IGFBP2","blue"
"TES","greenyellow"
"GFPT1","black"
"FOXO1","greenyellow"
"POLR2A","brown"
"LIG1","blue"
"IFNGR1","green"
"LTBP1","brown"
"PDCD4","brown"
"PKIG","grey"
"P4HA2","grey"
"TRIP10","grey"
"EBP","grey"
"LSM4","blue"
"PHKB","pink"
"ACY1","blue"
"PRKACB","red"
"PIK3R3","grey"
"SLC20A2","grey"
"USP8","midnightblue"
"ITM2A","greenyellow"
"GBP2","green"
"GET1","purple"
"TFIP11","grey"
"SLC7A8","magenta"
"PSMD6","purple"
"R3HDM1","red"
"GPC1","brown"
"NELFB","tan"
"RFXANK","blue"
"PALM2AKAP2","grey"
"SYNE2","tan"
"ROCK2","pink"
"CASP3","black"
"STIM1","brown"
"FBN1","cyan"
"ACP2","green"
"FOSB","turquoise"
"CCNG2","black"
"PIEZO1","blue"
"HMGCL","grey"
"SFSWAP","turquoise"
"DNTTIP2","red"
"SHOC2","red"
"ZMYM2","red"
"UBE2S","blue"
"OXCT1","black"
"INPP5K","blue"
"NNT","purple"
"NDUFA7","blue"
"STK39","red"
"MAPKAPK3","brown"
"PLCG1","blue"
"CLDN7","brown"
"PPP6R2","turquoise"
"LPCAT3","grey"
"INPP1","grey"
"TRIOBP","blue"
"SYNPO","brown"
"SACM1L","red"
"SEC24B","black"
"CLPP","blue"
"SLC1A3","green"
"PRKACA","grey"
"DHPS","blue"
"ITGB2","green"
"ABCC1","grey"
"DBN1","blue"
"TOM1","tan"
"WBP1L","brown"
"INTS3","red"
"DRG1","yellow"
"STAMBP","black"
"GAA","blue"
"TARBP1","pink"
"HEXIM1","grey"
"SS18","purple"
"ELOA","grey"
"AHR","black"
"LPP","brown"
"ELOC","purple"
"SLC25A4","magenta"
"SPINT1","brown"
"VAMP7","black"
"SLC37A4","blue"
"GPX2","brown"
"GCC2","black"
"SERPINA1","green"
"AGT","turquoise"
"TXNL4A","blue"
"TRAFD1","green"
"FUCA1","green"
"NDUFB7","blue"
"TAF15","grey"
"OGFR","turquoise"
"DNAJB9","black"
"RALBP1","brown"
"PIGC","grey"
"PCK2","greenyellow"
"GRK6","green"
"ABCD3","red"
"AAGAB","purple"
"RYK","red"
"HPRT1","yellow"
"SLC16A3","grey"
"CNPY2","magenta"
"U2AF1","blue"
"CXCL8","grey"
"DENND4B","red"
"PER1","turquoise"
"FAH","magenta"
"SP100","lightcyan"
"DNAJB12","blue"
"POP4","purple"
"OAS1","lightcyan"
"CDC20","yellow"
"TRAF4","blue"
"ATP6V1C1","purple"
"PBX2","grey"
"CD93","cyan"
"CYTH1","green"
"NOL7","purple"
"PPP2R1B","turquoise"
"DDIT4","blue"
"ANPEP","brown"
"MAP7","brown"
"NIT1","grey"
"CDC23","black"
"UNC13B","turquoise"
"EPHB4","brown"
"SIRPA","magenta"
"SDC3","magenta"
"SRSF3","yellow"
"E2F1","yellow"
"NUP88","black"
"CTSS","green"
"LSM5","yellow"
"NBN","midnightblue"
"WFS1","grey"
"EPM2AIP1","red"
"ADGRE5","green"
"MSH6","yellow"
"ADM","grey"
"ARHGEF11","magenta"
"FAM20B","yellow"
"S100A8","brown"
"MOB4","black"
"ANK2","grey"
"GCLC","grey"
"PLAGL2","turquoise"
"NBAS","blue"
"PIN1","blue"
"PHF1","turquoise"
"DDT","purple"
"SUCLA2","black"
"BIN1","green"
"YES1","red"
"HK2","grey"
"SOX9","brown"
"RRP7A","grey"
"ZMPSTE24","yellow"
"WNK1","grey"
"NDUFV2","blue"
"ETFB","grey"
"NAGA","grey"
"FPGS","blue"
"BTBD3","yellow"
"GYPC","magenta"
"IL1R1","brown"
"FHL2","grey"
"CRYZ","black"
"STK38","greenyellow"
"ADAM12","turquoise"
"C1QB","green"
"UBE2C","yellow"
"ARFGEF1","grey"
"HCLS1","green"
"PTPN9","magenta"
"MMUT","red"
"ATP5MF","magenta"
"KIF13B","brown"
"RFX5","grey"
"CAPN6","turquoise"
"GSTA4","brown"
"DYRK2","green"
"FAM13A","pink"
"MPP1","green"
"RHOBTB3","magenta"
"CREBZF","pink"
"SIAH1","red"
"ACOT2","grey"
"HLTF","yellow"
"BAG5","grey"
"ARNT2","magenta"
"TRAF3IP2","tan"
"RGS1","green"
"PYGL","grey"
"STARD3","blue"
"C7","green"
"HACL2","blue"
"POLD4","green"
"LOXL2","cyan"
"STMN2","brown"
"AMOTL2","brown"
"MEF2D","blue"
"LTBR","blue"
"INPP5A","brown"
"LYPLA1","black"
"TXNDC9","black"
"BCAM","brown"
"STAT5A","grey"
"IMPA1","yellow"
"RPL23A","salmon"
"ECD","grey"
"SGSM3","grey"
"SSX2IP","yellow"
"RABGAP1L","pink"
"SLPI","brown"
"RNASEH2A","yellow"
"NOP16","blue"
"C5orf15","black"
"NAA10","blue"
"ZBTB5","turquoise"
"MVD","grey"
"CYBA","blue"
"PTPRN2","green"
"UROS","blue"
"FH","magenta"
"RPL27A","salmon"
"PIAS3","turquoise"
"MTSS1","turquoise"
"PTPRK","brown"
"NDUFS1","yellow"
"HMBS","blue"
"ZBED1","tan"
"CHSY1","yellow"
"NINJ1","blue"
"TIMELESS","yellow"
"STK10","blue"
"SKIC3","red"
"TP53BP1","turquoise"
"BAHD1","turquoise"
"C2","green"
"BCAS2","black"
"TCTA","turquoise"
"ARHGEF1","green"
"PRDM2","turquoise"
"PAPSS2","grey"
"MDC1","yellow"
"PPM1F","turquoise"
"FOXK2","blue"
"CAV1","grey"
"CHST15","green"
"PDHX","red"
"KLHL21","grey"
"SV2A","yellow"
"SEMA3B","blue"
"MYO1E","blue"
"COG2","yellow"
"ANXA8L1","brown"
"SMAD2","yellow"
"CUL2","red"
"BAZ2B","red"
"CTNNBIP1","brown"
"BMS1","salmon"
"THBS2","cyan"
"TGFB1","green"
"KIF2A","yellow"
"FBLN5","brown"
"HTRA2","grey"
"SDF2","purple"
"FUBP1","red"
"TIMM44","blue"
"MAD2L1BP","magenta"
"MTIF2","yellow"
"RAPGEF2","red"
"CDYL","purple"
"MGAT2","black"
"PRPF19","blue"
"CSF1R","green"
"DNM1L","purple"
"VPS41","yellow"
"RPS2","blue"
"GPRC5A","grey"
"UBE2M","blue"
"PTK2B","green"
"NELFA","blue"
"EEF1D","salmon"
"ZNRD2","blue"
"FECH","black"
"PAN2","pink"
"PCSK7","tan"
"CCDC86","blue"
"TP53BP2","yellow"
"TRAPPC12","brown"
"SLC11A2","magenta"
"IMPA2","brown"
"SPTLC2","grey"
"KIF5C","grey"
"PDGFRA","cyan"
"RB1","yellow"
"SEC61B","black"
"PICALM","black"
"TBP","turquoise"
"RABAC1","blue"
"WTAP","green"
"HAT1","black"
"DAPK1","grey"
"BCL6","brown"
"AP3B1","blue"
"KIAA0040","green"
"SPAG5","yellow"
"GABBR1","pink"
"TRIM14","lightcyan"
"NECTIN2","brown"
"RABEPK","grey"
"MAP1A","turquoise"
"MRPL40","grey"
"IFIT1","lightcyan"
"PAK4","blue"
"SETDB1","grey"
"AKAP11","red"
"GLS","red"
"RNF8","yellow"
"KATNB1","tan"
"SLC33A1","black"
"CFDP1","red"
"TIMP2","magenta"
"ATF6B","turquoise"
"RGP1","brown"
"RRP8","grey"
"FXR2","blue"
"VPS35L","magenta"
"ARFRP1","blue"
"RHOG","green"
"TFAM","yellow"
"GATM","brown"
"GALT","brown"
"ALDH1A3","grey"
"SRPK2","yellow"
"SMARCD1","blue"
"FBN2","turquoise"
"RASSF2","green"
"S100A4","greenyellow"
"DOCK1","grey"
"B4GAT1","magenta"
"NDUFS8","blue"
"ABCB6","blue"
"NUP98","grey"
"ABCC4","grey"
"CZIB","grey"
"CDK9","blue"
"MTRR","yellow"
"PMM2","blue"
"KRR1","yellow"
"KDM4A","turquoise"
"FAM53B","tan"
"MTFR1","yellow"
"RFC5","yellow"
"MTMR2","yellow"
"CDK1","yellow"
"MYO6","brown"
"ST3GAL5","magenta"
"MAPK9","purple"
"APRT","blue"
"TLE1","grey"
"RABEP1","yellow"
"RFK","black"
"TSPAN31","grey"
"PAFAH1B3","blue"
"CLK2","blue"
"DVL1","grey"
"ATXN1","greenyellow"
"IL4R","greenyellow"
"UPP1","magenta"
"THOP1","blue"
"LGALS9","green"
"NOTCH3","brown"
"CNOT3","blue"
"FCGBP","brown"
"UVRAG","green"
"PDLIM5","brown"
"PEX5","grey"
"BRD3OS","blue"
"NPRL2","grey"
"ZNF24","midnightblue"
"EZH1","pink"
"SCAF8","red"
"CDK2AP2","blue"
"PPIP5K2","red"
"TLN1","blue"
"FBXO11","red"
"CDH3","blue"
"CSTPP1","brown"
"DRAP1","blue"
"HDDC2","yellow"
"DCTN6","black"
"FAM50A","blue"
"ARHGEF9","grey"
"MAP2K4","red"
"DRG2","blue"
"NSMAF","red"
"DTYMK","yellow"
"UNC119","blue"
"TUSC2","blue"
"F8A1","blue"
"IRF2","green"
"LMNB1","yellow"
"DFFA","grey"
"PHF21A","pink"
"EDEM1","green"
"SAFB2","pink"
"GBE1","yellow"
"HS2ST1","yellow"
"RNF44","green"
"LAD1","brown"
"GARRE1","pink"
"NPRL3","turquoise"
"HLA-DQA1","green"
"CNOT4","magenta"
"VPS11","turquoise"
"LMAN1","black"
"ATP1A2","turquoise"
"JARID2","magenta"
"AP1S2","magenta"
"DMTF1","red"
"DCK","black"
"DYNLT3","grey"
"BAMBI","magenta"
"F13A1","brown"
"SLC35A1","red"
"GNL1","turquoise"
"HPS1","magenta"
"STXBP3","red"
"ARF6","grey"
"TGIF1","magenta"
"GTPBP6","grey"
"NCK2","magenta"
"SNRPE","yellow"
"PSD4","green"
"ZNF148","grey"
"SH2B3","black"
"ADNP2","red"
"CAV2","grey"
"COL5A1","cyan"
"IDE","brown"
"PTPRM","magenta"
"STX5","brown"
"INPP5D","green"
"KIFAP3","purple"
"DHX8","blue"
"PHYH","turquoise"
"ITGB1BP1","magenta"
"PPP2R5E","yellow"
"SLC25A12","turquoise"
"CEBPZ","yellow"
"TIMM17B","blue"
"UGDH","black"
"RBBP8","yellow"
"MTF2","red"
"ETV5","magenta"
"AP1G1","grey"
"ORC4","red"
"MBD1","grey"
"PSD3","brown"
"CAPN7","purple"
"EZH2","yellow"
"MYCBP","grey"
"MAD2L1","yellow"
"ATG13","turquoise"
"MMP15","grey"
"POLG","blue"
"DUSP14","brown"
"CRELD1","blue"
"PDLIM7","blue"
"NDUFB3","yellow"
"SOCS2","red"
"TPP2","midnightblue"
"CDC40","green"
"PCF11","red"
"RPS6KA1","green"
"SRSF5","pink"
"APOE","blue"
"GOLGA1","turquoise"
"DGKA","brown"
"TBC1D4","red"
"ARRB2","green"
"KIF3C","magenta"
"FKBP2","blue"
"CTBP1","blue"
"HES1","brown"
"PSMA4","midnightblue"
"GALNT3","red"
"PSG3","turquoise"
"TF","turquoise"
"PRPS2","black"
"KCNAB2","magenta"
"RNF6","yellow"
"ARMCX2","grey"
"PSMG1","purple"
"MFAP1","black"
"PPL","brown"
"SATB1","greenyellow"
"DDB2","brown"
"AP3M2","magenta"
"LMNA","blue"
"LZTR1","turquoise"
"NELL2","brown"
"MMD","red"
"PDCD6","grey"
"CD53","green"
"MFAP2","grey"
"CCNA2","yellow"
"KMT2B","blue"
"FAM8A1","grey"
"TP53I11","brown"
"POLD1","blue"
"RBP1","brown"
"IGFBP5","brown"
"ASF1A","black"
"SUCO","red"
"HEBP2","brown"
"ARHGAP32","brown"
"TMPO","yellow"
"MTHFS","yellow"
"MME","black"
"RPP30","turquoise"
"TMEM11","brown"
"STC2","turquoise"
"CDH2","grey"
"EML3","tan"
"MTA2","grey"
"CTDSP2","brown"
"OCRL","grey"
"PSMD5","grey"
"TERF1","midnightblue"
"CBY1","grey"
"LDB1","tan"
"B3GAT3","blue"
"SCNN1A","brown"
"ATOX1","blue"
"SAT1","green"
"PRAF2","blue"
"STX7","magenta"
"SPR","blue"
"VPS16","blue"
"PSEN1","purple"
"CHD2","turquoise"
"EIF3B","blue"
"EPN2","brown"
"MRPL19","black"
"MPV17","blue"
"PMM1","grey"
"CDK10","pink"
"PLEK","green"
"SLCO2B1","green"
"IQGAP2","green"
"CYP19A1","turquoise"
"TPBG","brown"
"COL15A1","cyan"
"NDUFC1","grey"
"OTUD4","red"
"SLF2","red"
"SEC61G","purple"
"RTN1","greenyellow"
"ARMC8","red"
"ADGRL1","brown"
"SIVA1","blue"
"ELF4","greenyellow"
"CEP57","yellow"
"LRRC14","grey"
"MED1","blue"
"RCAN2","brown"
"EPHA2","brown"
"GCDH","blue"
"CPQ","blue"
"BPGM","yellow"
"PEX14","tan"
"ABCA1","green"
"MED12","grey"
"CD68","green"
"TNFRSF1B","green"
"SORL1","green"
"MET","magenta"
"TRAPPC3","blue"
"SPG11","red"
"MAP3K3","blue"
"PMVK","tan"
"SNTA1","turquoise"
"MTX2","yellow"
"LYST","magenta"
"UPF2","red"
"ZNF318","yellow"
"CCS","grey"
"LSP1","greenyellow"
"MPST","tan"
"APC","red"
"SEMA4D","green"
"PPP6C","grey"
"STX4","tan"
"CUL5","red"
"LSM1","yellow"
"S100A9","brown"
"CIAO1","yellow"
"PRPSAP2","red"
"CAMLG","red"
"GFAP","turquoise"
"KLF9","grey"
"STAM","black"
"ALG8","magenta"
"IPO13","magenta"
"CD4","green"
"LPL","turquoise"
"ENTREP3","magenta"
"COX11","yellow"
"MAP4K5","red"
"PTTG1","yellow"
"PTPN18","green"
"ZHX2","green"
"PCBD1","blue"
"CUL7","blue"
"AOC1","brown"
"GGH","yellow"
"FCGR2A","green"
"FEZ1","turquoise"
"AFAP1","grey"
"FANCG","turquoise"
"MNAT1","black"
"AGL","red"
"TRIM38","green"
"OFD1","pink"
"LOXL1","tan"
"ADIRF","brown"
"TAF6","blue"
"RABGGTA","tan"
"NFIL3","grey"
"CSNK2A2","brown"
"BCAT2","tan"
"GTF2H4","blue"
"SLC7A6","turquoise"
"RAB4A","black"
"UNC50","black"
"EMC2","yellow"
"ZNF185","brown"
"ARL4D","brown"
"TFDP2","grey"
"DYNC1LI2","blue"
"CSF3R","green"
"FSTL3","blue"
"CD2AP","black"
"RTCA","yellow"
"IFIT5","lightcyan"
"WBP4","grey"
"FAM193A","red"
"ZBTB17","turquoise"
"ZEB2","red"
"ZNF516","red"
"SRP54","black"
"NDUFS6","grey"
"INPP5F","yellow"
"ALDH5A1","pink"
"TERF2","grey"
"BYSL","blue"
"NDUFB6","purple"
"UTP14C","red"
"SULT1A1","pink"
"POLB","yellow"
"ELK1","blue"
"FAIM2","turquoise"
"FCHSD2","green"
"NDUFB5","black"
"PNO1","grey"
"PLXNA3","turquoise"
"AKAP17A","pink"
"SKP2","red"
"IGF1R","grey"
"COG5","yellow"
"GPRC5B","magenta"
"CPT1A","greenyellow"
"VPS26C","purple"
"MID1","grey"
"FGFR2","brown"
"MBNL2","red"
"COBLL1","turquoise"
"ERF","blue"
"MON1B","blue"
"CD163","green"
"FDX1","black"
"TATDN2","grey"
"PLA2G2A","turquoise"
"PROCR","greenyellow"
"ZFYVE16","yellow"
"MAP3K11","blue"
"COIL","yellow"
"XRCC1","blue"
"FIG4","grey"
"CTSF","tan"
"SLC25A20","brown"
"TRIM13","salmon"
"PCNT","turquoise"
"TMOD1","grey"
"COX5A","magenta"
"POLR2D","grey"
"HMOX1","green"
"CXCL12","greenyellow"
"TBCA","yellow"
"MAN2C1","blue"
"DGAT1","blue"
"TTLL3","pink"
"TPMT","grey"
"TG","turquoise"
"HELZ","red"
"NUCB2","black"
"GNS","grey"
"TARBP2","blue"
"FAN1","pink"
"TMED1","blue"
"PRKAR2B","greenyellow"
"IVD","grey"
"VEGFB","blue"
"BCL2","grey"
"MPG","blue"
"CX3CL1","brown"
"PKD2","red"
"FMR1","red"
"TUBGCP3","red"
"PI3","brown"
"E2F3","yellow"
"DHX16","blue"
"GSDME","magenta"
"FRZB","brown"
"DIO2","brown"
"TRMT1","blue"
"TTLL4","turquoise"
"RREB1","turquoise"
"FZD7","grey"
"ZNF263","grey"
"PDE4B","grey"
"PHKG2","grey"
"ITPR1","green"
"HIBCH","red"
"PUM3","red"
"LLGL2","brown"
"TBCE","yellow"
"DPP4","brown"
"PNPLA6","blue"
"ERCC1","blue"
"UTP18","yellow"
"ALDH4A1","blue"
"ITPKB","magenta"
"RUFY3","pink"
"GADD45A","grey"
"LAMA3","brown"
"SKIC2","blue"
"BAK1","blue"
"EMP3","blue"
"ZKSCAN5","magenta"
"TRIP4","grey"
"DEXI","blue"
"FOXJ2","brown"
"PPFIBP1","grey"
"PPRC1","blue"
"C5orf22","purple"
"ZNF217","red"
"MPHOSPH6","grey"
"ADCY7","greenyellow"
"TDG","red"
"HMGB3","yellow"
"HCCS","purple"
"AQP3","brown"
"RBMS1","black"
"RARA","blue"
"JUND","brown"
"TCF4","brown"
"BRF1","turquoise"
"BUB1B","yellow"
"ARHGEF17","blue"
"CEACAM6","brown"
"CTSO","green"
"ST3GAL4","magenta"
"SLA","green"
"DYNC2LI1","red"
"DLGAP5","yellow"
"GCA","green"
"LMOD1","turquoise"
"STS","turquoise"
"BLVRA","grey"
"MTR","yellow"
"SLC25A13","yellow"
"GPKOW","grey"
"RPS6KB2","brown"
"MANBA","green"
"MPZL2","brown"
"MRPL33","black"
"POLRMT","blue"
"DDX28","grey"
"TPD52L1","brown"
"SSBP2","brown"
"SEMA3C","grey"
"RIDA","yellow"
"DMXL1","red"
"PCGF2","blue"
"CDC42BPA","midnightblue"
"BCL7A","turquoise"
"VSNL1","brown"
"CD302","greenyellow"
"MRPS14","purple"
"NSUN5","magenta"
"PCYOX1","blue"
"LUC7L3","red"
"FANCA","yellow"
"CSH2","turquoise"
"AKT2","grey"
"DNAJB4","red"
"SLIT3","brown"
"NQO2","tan"
"GSTT1","brown"
"DGUOK","magenta"
"GUCY1B1","green"
"SF3A3","grey"
"IGF2BP3","yellow"
"HBEGF","grey"
"ELF2","red"
"RGS3","turquoise"
"TSPAN8","turquoise"
"BRD3","grey"
"PITPNM1","grey"
"WIPI1","magenta"
"IL32","green"
"ELP4","grey"
"C17orf75","yellow"
"R3HDM2","grey"
"SNRPF","yellow"
"TGOLN2","green"
"LRRC32","turquoise"
"MAP3K5","greenyellow"
"TNK2","turquoise"
"BLZF1","red"
"MAPRE3","grey"
"RPS6KA3","black"
"VHL","grey"
"KAT2B","red"
"TRIM32","magenta"
"AKAP8","turquoise"
"KIF1A","turquoise"
"IGFBP6","brown"
"SMN1","yellow"
"GAB2","grey"
"CFI","green"
"WDR47","brown"
"VRK1","yellow"
"PDIA5","greenyellow"
"COX10","turquoise"
"PALM","brown"
"PCCA","grey"
"ACTN2","turquoise"
"ADARB1","pink"
"NLE1","blue"
"VCAM1","green"
"USP46","red"
"SENP3","blue"
"ACTA1","brown"
"SMARCA1","red"
"MMP11","blue"
"PIK3CD","green"
"COX17","grey"
"DMD","turquoise"
"IRF9","green"
"RAB11FIP2","red"
"RAB21","black"
"FBLN2","brown"
"THBD","brown"
"SCG5","green"
"DAPK3","blue"
"WFDC2","turquoise"
"AK6","black"
"TUBG2","turquoise"
"PLCB4","pink"
"LYRM1","turquoise"
"CRCP","turquoise"
"SZT2","turquoise"
"TAB1","blue"
"HEPH","greenyellow"
"CD82","green"
"PARN","blue"
"IQSEC1","turquoise"
"SLC4A4","turquoise"
"SLC9A6","red"
"ARHGAP29","brown"
"RAP1GAP","turquoise"
"DNASE1L1","blue"
"HPGD","grey"
"CXCL9","green"
"NDST2","turquoise"
"CXADR","brown"
"PCDH1","brown"
"TCEA2","blue"
"NR1H3","green"
"CHST2","grey"
"CYBB","green"
"GSTA2","turquoise"
"GCLM","black"
"ATP5F1D","blue"
"NFKBIE","green"
"MAPT","turquoise"
"MRPL12","blue"
"HLA-DMB","green"
"RAB11FIP3","turquoise"
"KDR","greenyellow"
"ACVR1","black"
"MMP9","green"
"TAF1C","pink"
"NT5E","greenyellow"
"VASH1","green"
"INTS9","blue"
"MARK2","grey"
"KIF3B","grey"
"BTN2A1","yellow"
"ARG2","grey"
"CSTF3","yellow"
"MPO","turquoise"
"CLCN6","pink"
"CNN1","brown"
"ATF6","blue"
"CLDN3","pink"
"PPP1R26","magenta"
"MORC2","grey"
"E2F6","yellow"
"ZBTB40","turquoise"
"IFT25","red"
"NEBL","brown"
"CA12","brown"
"NMI","lightcyan"
"USP20","grey"
"PPM1A","purple"
"CDC6","yellow"
"PEX3","brown"
"SLC31A1","grey"
"CEBPD","brown"
"PUDP","yellow"
"CHAF1A","yellow"
"TAFAZZIN","turquoise"
"NUBP1","grey"
"CYP27A1","magenta"
"FABP4","turquoise"
"ABCD4","turquoise"
"TSNAX","yellow"
"CASP9","grey"
"ZNF212","blue"
"STBD1","grey"
"FZD6","black"
"FUT8","red"
"F2R","black"
"KDM6A","red"
"CFAP410","turquoise"
"PTPN3","brown"
"SYT1","turquoise"
"GNB5","grey"
"SNAPC3","turquoise"
"ICA1","brown"
"NUP42","yellow"
"PAWR","brown"
"FCGR3B","green"
"DNAL4","grey"
"KRAS","red"
"SPRY2","yellow"
"LCMT2","grey"
"DUSP4","magenta"
"LARS2","yellow"
"KDELR3","yellow"
"HBA1","grey"
"SH3YL1","brown"
"PURA","pink"
"WWP2","turquoise"
"RFC4","yellow"
"OSGIN2","turquoise"
"PDCD2","yellow"
"ZWINT","yellow"
"METTL1","grey"
"RABGAP1","tan"
"CELSR2","brown"
"SCHIP1","grey"
"PCBP2","blue"
"BCAR3","grey"
"TRIP13","yellow"
"ETHE1","blue"
"SCG2","grey"
"LPAR1","brown"
"CEBPA","brown"
"RNF144A","yellow"
"MAOB","brown"
"WASF3","turquoise"
"TCN2","green"
"QPRT","magenta"
"TCEAL1","black"
"PLCB2","turquoise"
"PHACTR2","green"
"SFRP4","green"
"PTEN","yellow"
"MIA2","pink"
"MVK","turquoise"
"IRF8","green"
"ME1","brown"
"PRKX","brown"
"ULK2","grey"
"THOC1","pink"
"CHST10","magenta"
"AGAP1","grey"
"SUOX","turquoise"
"STK3","yellow"
"MEIS1","turquoise"
"PLAAT4","green"
"TOPORS","red"
"FRY","brown"
"MYRF","turquoise"
"CEP104","blue"
"ENTPD4","red"
